uid,namedLocation,domainID,siteID,plotID,date,editedDate,individualID,patchOrIndividual,canopyPosition,plantStatus,stemDiameter,measurementHeight,maxCanopyDiameter,ninetyCanopyDiameter,patchSize,percentCover,height,diseaseType,samplingProtocolVersion,measuredBy,recordedBy,remarks,dataQF,publicationDate,release
3464e0e9-c8e3-40e6-8d52-81ce3e343060,BLAN_062.phenology.phe,D02,BLAN,BLAN_062,2019-11-20,2019-02-26,NEON.PLA.D02.BLAN.06033,Individual,Partially shaded,Live,5.8,130,3.8,3.5,,,4.5,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
70f65479-6750-439c-b7d4-92b3c51f4a1c,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06224,Individual,Partially shaded,Live,8.7,130,3.6,2.8,,,5.7,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
cb506696-c209-40c1-9ca7-92bbd21f8702,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06203,Individual,Partially shaded,Live,6.3,130,5.8,5.3,,,6.2,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
96ff21a5-f482-4551-b740-36948459642e,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-02-19,NEON.PLA.D02.BLAN.06238,Individual,Mostly shaded,Live,2.5,130,2.6,2.6,,,3,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
1c02fcc0-0543-4e8c-9baf-b6ec6697ff52,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-02-19,NEON.PLA.D02.BLAN.06215,Individual,Full sun,Live,4.2,130,3.9,3.5,,,2.9,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
1a3d1aaf-eba4-42d7-bea2-1afeed0c74ff,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06217,Individual,Partially shaded,Live,7.3,130,3.5,3.5,,,3.5,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
9fc48212-ea66-49b9-972a-2a5dca34b670,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-02-19,NEON.PLA.D02.BLAN.06240,Individual,Partially shaded,"Live, other damage",9.6,130,7.3,7.2,,,5,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Vines in canopy,,20200511T142422Z,undetermined
8cd94e51-bdc0-439a-bf49-aa47f4a89de6,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06295,Individual,Partially shaded,Live,7.7,130,6.2,4.5,,,5.2,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
5f461b4b-4069-44ab-908c-bb708dd4ccf1,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-11-13,NEON.PLA.D02.BLAN.06230,Individual,Full shade,Live,3.9,130,1.9,1.7,,,5,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
365eb5c7-c376-4626-917f-92a41a413eaf,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06297,Individual,Partially shaded,"Live, other damage",5.6,138,4.7,4.1,,,4.2,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Vines in canopy,,20200511T142422Z,undetermined
a588fac3-df4d-4dcd-b76a-29edd214cdfd,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-02-19,NEON.PLA.D02.BLAN.06300,Individual,Partially shaded,"Live, other damage",8,130,5.2,4.8,,,3,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Vines in canopy,,20200511T142422Z,undetermined
069a9d35-436a-4048-adfa-7c7d9859f095,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06244,Individual,Partially shaded,Live,7.3,130,5.1,4.2,,,4.3,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
4adf4249-45f1-4bb8-b68a-7a4833466ce0,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06213,Individual,Mostly shaded,Live,2.9,130,2.4,1.9,,,3.6,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
e2f4f797-2439-4174-9462-bffbea1faa10,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06207,Individual,Mostly shaded,Live,6.2,130,3.4,2.4,,,5.5,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
6090aca8-b27b-4aed-84cd-8365c45e9da1,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-05-06,NEON.PLA.D02.BLAN.06172,Individual,Partially shaded,Live,6.6,130,3.8,2.4,,,3.8,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
9b9b757f-d8b3-45ad-b31f-480125c9da37,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-04-25,NEON.PLA.D02.BLAN.06169,Individual,Partially shaded,Live,10.3,130,4.4,4.3,,,5.9,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
ce9b46f5-fbe7-446b-9103-800441c19d4e,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-11-13,NEON.PLA.D02.BLAN.06218,Individual,Partially shaded,"Live, other damage",3.8,130,2.5,2.2,,,4.1,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Vines in canopy,,20200511T142422Z,undetermined
e2107f4a-94d7-451e-82d7-159e4924bc27,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06251,Individual,Partially shaded,"Live, disease damaged",10.3,130,7,3.1,,,5,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Fungus damage on bole,,20200511T142422Z,undetermined
cee3e7f7-1b3d-49d0-a526-310b1076c5f7,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06236,Individual,Full shade,Live,5.1,130,4.3,4.3,,,4.3,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
84b608f3-bc47-4024-9c2e-93d9478faf41,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-11-06,NEON.PLA.D02.BLAN.06219,Individual,Full shade,Live,1.2,130,1.2,1.1,,,2.5,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
5a967576-5b13-4ee7-828d-3956399566fc,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06202,Individual,Mostly shaded,Live,4.9,130,3.4,3,,,4.4,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
22e98928-68c3-48be-a7d0-c061967c7e55,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-02-19,NEON.PLA.D02.BLAN.06214,Individual,Partially shaded,Live,3.1,130,2.6,2.6,,,2.8,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
ae068fa5-7b04-4e19-b0e6-73ce20d5bbbd,BLAN_062.phenology.phe,D02,BLAN,BLAN_062,2019-11-20,2019-02-26,NEON.PLA.D02.BLAN.06030,Individual,Full sun,Live,3.8,130,3.1,3,,,2.9,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
7484959d-ea5c-43c9-8d9c-dc3ec7d6227b,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06235,Individual,Mostly shaded,"Live, other damage",8.5,130,4.1,3.9,,,4.7,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Vines in canopy,,20200511T142422Z,undetermined
cc83862d-cfc6-451c-a28b-595c4f4650f4,BLAN_062.phenology.phe,D02,BLAN,BLAN_062,2019-11-20,2019-02-26,NEON.PLA.D02.BLAN.06034,Individual,Partially shaded,Live,6.5,130,4.4,4.2,,,4.1,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
13ed1e0d-1fff-4d87-8697-f6a952bcaa6b,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-04-25,NEON.PLA.D02.BLAN.06170,Individual,Partially shaded,Live,5.3,130,3.8,2.8,,,5.4,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
522ba525-f441-4384-9a6a-fb0a7e720330,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-07-03,NEON.PLA.D02.BLAN.06175,Individual,Partially shaded,Live,3.5,130,4.1,3.7,,,3.5,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
ed73f86c-a53a-4977-a19d-1a3109b9fd39,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-02-19,NEON.PLA.D02.BLAN.06015,Individual,Mostly shaded,Live,4.4,130,4.4,3.1,,,4.2,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
538aca49-9821-4e4c-b070-60cf923adf1c,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06237,Individual,Full shade,Live,6.3,130,3.9,3.2,,,5.3,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
d38bdc93-0673-4112-b581-ee17707d0f71,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06216,Individual,Full sun,"Live, other damage",5.4,130,5.6,4.8,,,3.6,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Vines in canopy,,20200511T142422Z,undetermined
50e10cf2-0083-4199-be31-3323d4705609,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06225,Individual,Mostly shaded,Live,4.9,130,3.8,3.2,,,4.6,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
2a1818ba-199a-4d2d-8a84-da6e08c8da85,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06223,Individual,Partially shaded,"Live, physically damaged",17.2,130,8.2,6.9,,,6.4,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Vines in canopy and woodpecker damage on bole,,20200511T142422Z,undetermined
501c1216-7701-4c78-8a8e-eba047074034,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06211,Individual,Partially shaded,Live,11.3,130,5.3,3.6,,,6.5,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
f775b2bf-a3f5-48bf-ac99-f9fac7396453,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06245,Individual,Partially shaded,Live,8.4,130,7.2,5.4,,,4.8,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
d899c476-7602-4a07-80cf-24a6e653a2d7,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06249,Individual,Partially shaded,Live,9.6,130,5.9,3.6,,,6.1,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
d84b7c1d-2d1b-4363-a627-17c187d21b55,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-02-19,NEON.PLA.D02.BLAN.06221,Individual,Full sun,Live,10,130,6.2,5.2,,,4.8,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
fde5a558-a4f2-4344-aede-3c3c6e2e81d0,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06205,Individual,Partially shaded,Live,6.3,130,4.1,3.6,,,5.2,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
eabf0bc3-7b3d-4e87-9929-6496acde4d58,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2015-06-25,NEON.PLA.D02.BLAN.06291,Individual,Partially shaded,Live,8,130,4.6,3.3,,,5.8,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
a22268ef-28ed-4e2b-9ed6-02b798598f7a,BLAN_062.phenology.phe,D02,BLAN,BLAN_062,2019-11-20,2019-02-26,NEON.PLA.D02.BLAN.06031,Individual,Partially shaded,Live,4.5,138,3.5,3.3,,,3.3,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
94b1bc57-1bdf-4661-a2fc-6165e54248ce,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06201,Individual,Partially shaded,Live,8,130,5,3.9,,,5.7,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
03dbe40f-2d92-46ad-970b-f4c32cfa9794,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06220,Individual,Mostly shaded,Live,4.8,130,2.5,1.4,,,3.4,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
df6becec-5d8d-43aa-a810-bfc562314e6f,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-11-21,NEON.PLA.D02.BLAN.06212,Individual,Partially shaded,Live,6.3,130,4.5,4.3,,,4.8,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
2110c734-0e62-4552-9085-ae55c06e18de,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-02-19,NEON.PLA.D02.BLAN.06231,Individual,Full shade,Live,3.3,130,3.2,2.3,,,3.8,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
f96b952b-5658-4506-9254-a9a866876e10,BLAN_062.phenology.phe,D02,BLAN,BLAN_062,2019-11-20,2019-02-26,NEON.PLA.D02.BLAN.06032,Individual,Full sun,Live,3.8,130,2.9,2.5,,,2.6,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
e176b1db-8359-4648-8a0c-605dd91564e2,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2015-06-25,NEON.PLA.D02.BLAN.06287,Individual,Partially shaded,Live,11.9,130,6.7,4.8,,,5.7,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
504311df-5660-4f0b-acd4-a14951344843,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06294,Individual,Full sun,"Live, other damage",2.4,130,3,2.8,,,2.7,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Vines in canopy,,20200511T142422Z,undetermined
559874d5-246b-4c2e-b4b3-f83c382bf707,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06289,Individual,Mostly shaded,Live,4,130,2.4,2.3,,,4.2,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
acc84640-5c4f-4006-8b0c-cf094e7b47f6,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06204,Individual,Partially shaded,Live,5.1,130,3.3,3.2,,,5.3,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
9b855833-0c8e-4dc8-893f-b2e1fd1b9997,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2019-11-21,NEON.PLA.D02.BLAN.06700,Individual,Full sun,Live,8.2,130,5.1,4.9,,,3.8,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
6b6e391f-2d2f-48be-9026-a6bf5e5a8eff,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-03-01,NEON.PLA.D02.BLAN.06161,Individual,Partially shaded,Live,5.6,130,3.8,3.6,,,3.9,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
b60f78c0-9581-4731-a50d-a6b26165b4a2,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2018-02-12,NEON.PLA.D02.BLAN.06234,Individual,Mostly shaded,"Live, other damage",10,130,6,5.5,,,3.9,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,Vines in canopy,,20200511T142422Z,undetermined
e109ada6-4af1-42fd-b3f5-5532d226751b,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2015-06-25,NEON.PLA.D02.BLAN.06299,Individual,Mostly shaded,Live,5.1,130,5.3,3.2,,,3.7,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
17cbbc2d-cf09-4921-9653-012422405591,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06246,Individual,Partially shaded,Live,7.8,130,6,5,,,6.1,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
58e019ae-15c1-4252-80cc-9b42e034eac7,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2019-11-20,2016-03-28,NEON.PLA.D02.BLAN.06233,Individual,Full shade,Live,4.9,130,7.4,4.9,,,4.4,,NEON.DOC.014040vL,llemmon@battelleecology.org,knauer@battelleecology.org,"",,20200511T142422Z,undetermined
9e14d071-e385-4918-a950-905462a0d5a6,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2014-06-06,NEON.PLA.D02.SCBI.06091,Patch,Full shade,Live,,,,,0.063,80,0.4,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
25bdb453-8b3d-41ac-b18d-760f1bb5710a,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-09-28,NEON.PLA.D02.SCBI.06040,Patch,Mostly shaded,Live,,,,,0.063,77,0.3,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
41d489da-8045-4013-be61-190262af5b36,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2014-06-06,NEON.PLA.D02.SCBI.06082,Patch,Full shade,Live,,,,,0.063,82,0.5,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
b46ea81d-afe7-49b2-b0b1-085cf574ff95,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06285,Patch,Full shade,Live,,,,,0.063,73,0.2,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
d2b9c28b-65a3-42ef-ae57-1c6309ef760d,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06265,Patch,Full shade,Live,,,,,0.063,63,0.3,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
9a4835c8-6f17-4824-80c0-91882246fde1,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2015-04-24,NEON.PLA.D02.SCBI.06137,Patch,Full shade,Live,,,,,0.063,70,0.3,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
61560e54-2224-4a15-90bf-6986d2fa7aac,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06273,Patch,Full shade,Live,,,,,0.063,63,0.3,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
3a4a9548-31c6-41e3-8c45-dce59206f480,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06263,Patch,Mostly shaded,Live,,,,,0.063,96,0.5,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
1623eaaf-e51c-4853-8fed-64fb653d3f0c,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06268,Patch,Full shade,Live,,,,,0.063,52,0.2,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
34167317-039f-4bbd-a240-832be618a51b,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-09-29,NEON.PLA.D02.SCBI.06284,Patch,Mostly shaded,Live,,,,,0.063,72,0.3,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
c0529e05-5167-4ac6-9382-5ea05d0df2e3,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2015-04-24,NEON.PLA.D02.SCBI.06144,Patch,Mostly shaded,Live,,,,,0.063,72,0.6,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
444ac693-5f9d-410f-a138-62de1fd3f1eb,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2014-06-06,NEON.PLA.D02.SCBI.06044,Patch,Mostly shaded,Live,,,,,0.063,72,0.6,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
2ed33edd-8f0c-4c3e-853d-50878249826f,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06264,Patch,Mostly shaded,Live,,,,,0.063,63,0.5,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
5b133a07-f6d0-434e-bb88-7007414ab147,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2015-04-13,NEON.PLA.D02.SCBI.06134,Patch,Mostly shaded,Live,,,,,0.063,53,0.4,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
ce693f66-902a-4f00-9573-3873ddc3a482,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06269,Patch,Full shade,Live,,,,,0.063,76,0.2,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
e1290d31-e52b-4e4d-8715-3f4271780450,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2014-06-06,NEON.PLA.D02.SCBI.06083,Patch,Full shade,Live,,,,,0.063,78,0.1,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
41400699-8d24-42c0-85c5-ac49045f6cc4,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06262,Patch,Full shade,Live,,,,,0.063,82,0.1,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
5abdd86c-60a3-4f15-8a70-97be0122fd6f,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2014-06-06,NEON.PLA.D02.SCBI.06096,Patch,Mostly shaded,Live,,,,,0.063,68,0.4,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
5cfb82a5-254a-47a3-9454-34ec117eeac0,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06266,Patch,Full shade,Live,,,,,0.063,84,0.4,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
bbe195cd-7051-4023-90a9-e5833460db16,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06267,Patch,Full shade,Live,,,,,0.063,77,0.3,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
f11fc932-ab6b-4bfb-9513-6dd6ccf5974b,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-09-28,NEON.PLA.D02.SCBI.06275,Patch,Full shade,Live,,,,,0.063,51,0.2,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
1ca62a08-a57a-41af-a321-5d0d5d69659b,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06272,Patch,Full shade,Live,,,,,0.063,62,0.3,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
b88b2fd1-dadb-4e98-ab7b-23c065bbe7fb,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-05-19,NEON.PLA.D02.SCBI.06270,Patch,Mostly shaded,Live,,,,,0.063,62,0.3,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
b7f08966-c838-40ef-b004-d3bdb9985440,SCBI_060.phenology.phe,D02,SCBI,SCBI_060,2017-09-12,2017-09-28,NEON.PLA.D02.SCBI.06282,Patch,Mostly shaded,Live,,,,,0.063,53,0.2,,NEON.DOC.014040vH,llemmon@field-ops.org,jporta@BattelleEcology.org,,,20200511T150650Z,undetermined
