uid,namedLocation,domainID,siteID,plotID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,subtypeSpecification,transectMeter,directionFromTransect,ninetyDegreeDistance,sampleLatitude,sampleLongitude,sampleGeodeticDatum,sampleCoordinateUncertainty,sampleElevation,sampleElevationUncertainty,date,editedDate,individualID,taxonID,scientificName,identificationQualifier,taxonRank,growthForm,vstTag,samplingProtocolVersion,measuredBy,identifiedBy,recordedBy,remarks,dataQF,publicationDate,release
e886e5f6-1182-4087-bca0-bd3bfc31b897,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,375,Right,2,,,WGS84,,,,2017-02-24,2019-02-19,NEON.PLA.D02.BLAN.06687,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,llemmon@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
329f0dc5-511a-40e8-81ad-c515b05d8297,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,775,Right,1,,,WGS84,,,,2017-02-24,2019-02-19,NEON.PLA.D02.BLAN.06221,LOMA6,Lonicera maackii (Rupr.) Herder,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,llemmon@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
a648f0a8-7f5f-4d14-9758-be9786982782,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,657,Left,2,,,WGS84,,,,2017-02-24,2019-02-19,NEON.PLA.D02.BLAN.06214,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,llemmon@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
597c9ca7-2a39-41da-aea4-6e04ce2d77a0,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,395,Left,2,,,WGS84,,,,2017-02-24,2019-02-19,NEON.PLA.D02.BLAN.06684,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,llemmon@field-ops.org,llemmon@field-ops.org,"",Seasonally dropped 20181114,,20200511T151500Z,undetermined
ca571a58-a036-409b-83d7-a09243d1e49e,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,50,Left,4,,,WGS84,,,,2017-02-24,2019-02-19,NEON.PLA.D02.BLAN.06695,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,llemmon@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
5e33fe48-48b6-4f89-ae87-b98c9cd6329b,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,44,Right,4,,,WGS84,,,,2017-02-24,2019-02-19,NEON.PLA.D02.BLAN.06226,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,llemmon@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
2d46deb8-994e-4903-b302-6009276de54d,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,696,Left,4,,,WGS84,,,,2017-02-24,2019-02-19,NEON.PLA.D02.BLAN.06699,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,llemmon@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
d647944c-34df-46dd-bfe2-2da38660cf62,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,321,Left,5,,,WGS84,,,,2017-02-24,2018-08-30,NEON.PLA.D02.BLAN.06692,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",Permanently dropped 20180829,,20200511T151500Z,undetermined
705db5e1-5102-4f20-8452-26040d75f35c,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,163,Left,5,,,WGS84,,,,2017-02-24,2018-07-18,NEON.PLA.D02.BLAN.06232,LOMA6,Lonicera maackii (Rupr.) Herder,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
e044cbc4-e7cf-4d04-946a-0ff3d7ff825a,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,336,Left,6,,,WGS84,,,,2017-02-24,2018-07-18,NEON.PLA.D02.BLAN.06691,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
1e75e5b9-99e6-4aaf-bd85-da92f43e653d,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,632,Left,3,,,WGS84,,,,2017-02-24,2018-07-05,NEON.PLA.D02.BLAN.06508,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
63f18a00-0115-462a-a39f-930a4f5e689b,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,353,Right,2,,,WGS84,,,,2017-02-24,2018-07-05,NEON.PLA.D02.BLAN.06690,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
fe098236-2b62-4ddb-995d-b4445d109720,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,598,Right,2,,,WGS84,,,,2017-02-24,2018-07-05,NEON.PLA.D02.BLAN.06209,LOMA6,Lonicera maackii (Rupr.) Herder,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,no entry,"",no entry,,20200511T151500Z,undetermined
dc77000f-aac8-4c6f-b7b5-162829dbef72,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,612,Left,2,,,WGS84,,,,2017-02-24,2018-05-31,NEON.PLA.D02.BLAN.06505,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,llemmon@field-ops.org,llemmon@field-ops.org,"","less vigorous, dropped 20180530",,20200511T151500Z,undetermined
7ab2acd5-ee83-40c8-9a18-6b0fa89b18c1,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,285,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06694,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
c974d0cc-c101-4555-9a6a-ba062d3ec242,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,139,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06231,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
b3184054-dce8-4e00-8695-c9defd254b94,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,16,Left,5,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06224,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
5cae76aa-0a7a-41ce-882b-4ce3a0130c6e,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,366,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06688,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
3103a68f-fecf-402b-8f0d-e249830f9401,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,615,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06506,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
f2fe15ff-5f62-4811-91dc-101b72fdff58,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,529,Right,5,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06251,LOMA6,Lonicera maackii (Rupr.) Herder,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
5a3d54c5-48ff-47ad-ae26-a0271a07d8eb,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,117,Right,6,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06230,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
e03b9a2c-ad67-4648-b9d9-0016a7c5e256,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,607,Right,3,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06210,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
b1ee5367-baa0-4f81-8514-34d05444e84e,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,209,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06235,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
8020ef57-41d2-4ab0-9879-62f86aa9b355,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,353,Right,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06690,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
05eb5155-ae52-4930-9d00-a9a5b5ae6ea7,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,497,Left,1,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06289,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
1a9b1b6b-0336-4d6f-8f18-89df2401e048,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,643,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06510,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
051f4aee-0d01-4524-b7ac-f9b6a9816746,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,537,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06204,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
c13a8033-3c03-4bb7-9ea3-d0acc847a0ad,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,340,Left,6,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06691,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
e8a207cb-42be-47a3-a323-4029659c4bdc,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,15,Left,3,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06223,LOMA6,Lonicera maackii (Rupr.) Herder,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
7634a385-b802-4560-b1af-f7d9f99d7846,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,520,Right,4,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06202,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
544df03a-84f5-4cb0-b446-084d95e928de,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,575,Right,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06208,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
4f70cd1f-ace4-46cd-9ad8-4907ddeae1b8,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,753,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06220,LOMA6,Lonicera maackii (Rupr.) Herder,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
add1ce7b-cf01-4f46-9990-9f9738029d05,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,394,Right,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06685,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
db94be33-1239-4732-87c4-743bf77480ed,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,646,Right,1,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06213,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
146c640f-68fe-4478-870c-91d9d4aaffbd,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,775,Right,1,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06221,LOMA6,Lonicera maackii (Rupr.) Herder,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
d20ebfaf-2f29-4277-8989-cb62b4edadff,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,680,Right,5,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06215,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
8ff35fae-802d-4412-805c-bbdd8fb9635f,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,632,Left,3,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06508,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
bcc994e7-6a94-4719-9587-884fe909892c,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,556,Left,3,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06206,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
349b419a-f581-4c9f-b40f-f2155a848bb6,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,653,Right,1,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06511,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
d1c1ef2b-442b-4c6d-8947-121e5400661b,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,638,Right,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06509,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
d8f77205-bfc2-486d-9a0e-ab62b96612b5,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,360,Left,1,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06689,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
4fab5597-8dc2-4ac1-bc22-03e0d4cea59d,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,711,Right,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06216,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
ec317993-e0fa-4f11-89dc-0b7e83a2a1e7,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,696,Left,4,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06699,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
207cf81d-b9e1-4927-bc23-703b158973be,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,657,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06214,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
639c1805-4ddd-4a5b-9090-d6e60b74d5a3,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,612,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06505,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
24791e6e-8320-457f-808d-527b1c585ebc,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,658,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06512,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
d13004ab-8e43-4b34-9a7b-d407f0e92134,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,752,Left,1,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06219,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
82484f71-9645-41ea-9760-aa5f34b5d214,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,321,Left,5,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06692,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
6722c4af-a2d7-48c5-8cc8-f7a64d9c20bf,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,641,Right,1,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06212,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
ee776d82-f2a2-4d36-a02e-b005817b85c3,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,44,Right,4,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06226,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
a4c9be14-239f-4cf5-a974-2c5a65a87da8,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,469,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06297,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
dec76791-944f-4525-99be-8ef4d4c34f85,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,305,Right,3,,,WGS84,,,,2017-02-24,2017-10-18,NEON.PLA.D02.BLAN.06241,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vD,alandes@field-ops.org,no entry,"",20170413: dying,,20200511T151500Z,undetermined
89adaf30-b203-4747-98b0-9a7281fed4b4,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,627,Left,2,,,WGS84,,,,2017-02-24,2017-10-30,NEON.PLA.D02.BLAN.06507,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vD,alandes@field-ops.org,llemmon@field-ops.org,"",Dropped 20170906 Target taxa no longer present,,20200511T151500Z,undetermined
98b5c424-296f-45f5-8995-d04c4564dbb5,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,527,Right,2,,,WGS84,,,,2017-02-24,2017-10-18,NEON.PLA.D02.BLAN.06504,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vD,alandes@field-ops.org,no entry,"",20170413 no growth,,20200511T151500Z,undetermined
e79bc38f-5f50-4782-a9c5-0ccdbb5b27dd,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,506,Right,1,,,WGS84,,,,2017-02-24,2017-08-31,NEON.PLA.D02.BLAN.06286,LOMA6,Lonicera maackii (Rupr.) Herder,"",species,Deciduous broadleaf,,NEON.DOC.014040vD,alandes@field-ops.org,no entry,"",Dropped due to extra amount of loma. 20170306,,20200511T151500Z,undetermined
ff840262-f413-47c6-9479-dee020e3c2d9,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,725,Right,3,,,WGS84,,,,2017-02-24,2017-10-30,NEON.PLA.D02.BLAN.06217,LOMA6,Lonicera maackii (Rupr.) Herder,"",species,Deciduous broadleaf,,NEON.DOC.014040vD,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
ff226a8a-7972-4fc3-b218-1be2858e0850,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,8,Right,3,,,WGS84,,,,2017-02-24,2018-04-30,NEON.PLA.D02.BLAN.06222,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
3ab09292-12f3-4443-9e9f-2c2de4d859da,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,615,Left,2,,,WGS84,,,,2017-02-24,2018-05-02,NEON.PLA.D02.BLAN.06506,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,jward@battelleecology.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
e3ac0e35-da3d-47c2-ba38-b7756a283117,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,668,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06513,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
c0693ba6-7d11-48e1-84b9-933057719fb5,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,280,Right,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06239,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
27487428-f14f-4efe-816a-40e8c9beaf56,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,501,Right,3,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06503,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
eeaa6c72-18ab-47de-834b-290583c652bd,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,730,Right,4,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06696,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
3b66182c-1f80-4f1b-a1e5-68eca9cde325,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,8,Right,3,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06222,RHDA,Rhamnus davurica Pall.,"",species,Deciduous broadleaf,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
f1a44a07-743e-4093-88e6-9b65af1d8d9e,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,39.059627,-78.073846,,,183,,primary,679,Left,2,,,WGS84,,,,2017-02-24,2018-02-12,NEON.PLA.D02.BLAN.06514,SOAL6,Solidago altissima L.,"",species,Forb,,NEON.DOC.014040vJ,alandes@field-ops.org,llemmon@field-ops.org,"",no entry,,20200511T151500Z,undetermined
